Fecha de Atencion,De 0 a antes de 1,De 01 a 05 ,De 06 a 09,De 10 a 14,De 15 a 18 ,De 19 a 26,De 27 a 44,De 45 a 59,De 60 y mas,No Definido,Total general
8/21/16,,5.96,2.727,2.699,2.944,6.456,9.98,6.604,8.956,,46.212
8/22/16,,37.045,20.984,20.547,19.205,43.817,83.683,70.034,75.968,,370.565
8/23/16,,37.812,21.497,21.985,19.836,43.617,84.222,70.726,77.125,,376.085
8/24/16,,37.128,21.029,21.287,19.267,42.474,82.621,69.425,74.05,,366.543
8/25/16,,36.332,20.407,20.106,18.927,41.905,81.258,67.64,72.078,,357.979
8/26/16,,32.228,18.876,19.381,17.906,39.711,75.489,62.973,67.376,,333.323
8/27/16,,15.645,9.83,10.698,9.395,19.233,36.583,27.793,27.525,,156.439
8/28/16,,5.923,2.685,2.612,2.788,6.264,9.866,6.936,9.218,,46.228
8/29/16,,37.003,20.982,20.633,18.927,42.687,83.268,70.997,75.034,,368.813
8/30/16,,37.948,21.186,21.108,19.5,43.291,84.385,71.145,76.555,,374.48
8/31/16,,36.51,21.2,22.523,23.622,48.908,94.105,76.223,78.788,,401.252
9/1/16,,34.89,20.743,21.345,19.464,45.859,88.442,80.465,100.437,,410.813
9/2/16,,31.495,18.836,19.346,17.979,44.479,82.455,71.616,82.863,,368.438
9/3/16,,15.209,9.416,10.103,8.873,20.406,38.754,30.409,31.894,,164.767
9/4/16,,5.682,2.979,2.862,2.622,6.096,9.92,6.619,9.117,,45.831
9/5/16,,36.945,20.97,20.464,19.083,46.69,89.385,79.26,92.664,,404.703
9/6/16,,37.052,21.335,21.156,19.451,47.387,90.112,80.495,94.523,,410.782
9/7/16,,36.421,21.13,21.316,19.771,46.065,88.422,79.05,91.907,,403.348
9/8/16,,36.043,20.325,20.4,19.475,47.394,89.184,78.572,91.648,,402.288
9/9/16,,34.083,19.998,19.205,17.971,44.236,83.144,72.785,84.871,,375.686
9/10/16,,15.581,9.618,10.113,8.992,20.46,38.951,30.516,32.466,,166.425
9/11/16,,5.897,2.632,2.786,2.818,6.48,9.962,6.507,8.942,,45.944
9/12/16,,37.564,21.887,21.398,19.687,47.239,89.561,79.736,92.357,,408.701
9/13/16,,37.911,21.819,21.46,19.925,47.063,90.47,80.422,93.123,,411.474
9/14/16,,37.012,21.89,21.389,19.522,46.214,88.99,79.231,93.924,,407.43
9/15/16,,34.712,20.377,20.636,18.98,44.351,85.538,76.54,90.033,,390.487
9/16/16,,33.222,19.48,19.398,18.027,43.539,82.17,71.283,82.675,,369.134
9/17/16,,14.889,9.29,9.907,8.412,19.638,37.263,29.213,30.997,,159.333
9/18/16,,6.067,2.964,2.962,2.889,6.983,10.737,6.799,9.011,,48.344
9/19/16,,37.462,21.159,20.646,19.372,46.839,88.495,77.231,88.342,,398.807
9/20/16,,39.004,22.262,22.275,20.651,47.632,91.095,79.225,89.858,,411.208
9/21/16,,36.891,21.326,21.904,19.717,46.768,90.286,77.928,86.808,,400.872
9/22/16,,36.583,21.626,22.056,20.34,46.978,89.405,77.228,86.568,,400.037
9/23/16,,33.865,19.553,20.072,18.644,43.8,82.892,71.179,80.211,,369.545
9/24/16,,15.204,9.378,9.707,8.473,20.07,37.461,29.035,29.786,,158.83
9/25/16,,5.697,2.643,2.387,2.468,6.189,9.625,6.768,8.557,,44.249
9/26/16,,37.157,20.912,20.361,19.25,46.607,88.79,77.195,86.614,,396.159
9/27/16,,38.564,22.087,21.599,19.742,47.463,90.394,79.064,88.237,,406.369
9/28/16,,36.699,20.667,19.774,18.749,45.175,86.391,75.315,83.86,,385.85
9/29/16,,34.905,20.557,20.189,18.935,44.253,84.462,73.113,81.44,,377.126
9/30/16,,31.827,19.921,19.319,18.053,41.79,80.01,85.846,92.465,,388.503
10/1/16,,15.616,9.682,10.254,9.128,20.757,40.011,34.116,42.821,,182.178
10/2/16,,5.457,2.568,2.573,2.695,5.988,9.204,6.212,8.127,,42.779
10/3/16,,35.393,20.155,20.16,18.928,45.173,87.319,76.347,87.974,,390.919
10/4/16,,35.817,19.991,19.765,18.655,45.462,87.423,78.413,89.876,,394.818
10/5/16,,34.532,19.667,20.088,18.627,44.856,86.895,76.672,88.358,,389.115
10/6/16,,33.734,18.859,19.081,18.04,44.058,85.221,74.968,85.403,,378.826
10/7/16,,31.325,17.361,17.478,16.801,40.663,78.1,69.014,80.762,,350.979
10/8/16,,15.066,8.828,9.44,8.39,19.266,37.842,29.573,31.022,,159.211
10/9/16,,5.785,2.475,2.555,2.728,6.277,9.784,6.477,8.403,,44.42
10/10/16,,35.608,20.249,20.718,19.326,45.108,85.988,76.202,88.229,,390.928
10/11/16,,35.688,20.65,21.718,19.541,43.903,84.764,74.453,85.121,,385.289
10/12/16,,34.513,20.423,21.376,19.581,43.543,83.695,73.985,83.675,,380.27
10/13/16,,33.47,19.578,20.733,19.081,41.425,79.599,70.542,80.399,,364.291
10/14/16,,31.934,18.746,19.712,18.291,40.466,76.948,66.641,74.895,,347.118
10/15/16,,14.225,8.035,8.533,7.707,18.456,35.058,27.424,28.504,,147.749
10/16/16,,5.508,2.296,2.684,2.855,6.483,9.761,6.247,8.052,,43.84
10/17/16,,5.989,2.642,2.968,3.103,6.856,10.937,7.522,10.213,,50.176
10/18/16,,36.893,20.187,19.753,18.919,45.032,86.58,75.878,88.631,,391.311
10/19/16,,37.819,20.919,20.463,19.081,46.632,89.264,78.928,90.698,,403.212
10/20/16,,36.189,20.187,20.353,19.525,45.149,85.96,76.565,88.378,,391.697
10/21/16,,34.335,19.161,18.703,18.186,43.499,83.181,72.138,81.615,,370.284
10/22/16,,16.293,9.655,10.021,8.6,20.489,38.771,30.259,31.981,,165.83
10/23/16,,5.932,2.607,2.783,2.992,6.537,9.913,6.842,8.601,,46.159
10/24/16,,37.61,20.699,20.211,18.9,45.807,88.723,78.73,88.87,,398.966
10/25/16,,41.203,25.665,25.35,23.387,54.042,104.582,92.141,99.681,,465.451
10/26/16,,37.113,20.603,20.469,19.153,44.772,85.683,76.243,87.486,,390.925
10/27/16,,36.095,20.17,20.821,19,43.344,84.963,75.071,85.522,,384.428
10/28/16,,32.598,18.576,18.404,17.167,39.812,76.677,67.901,76.694,,347.275
10/29/16,,18.986,10.101,10.088,8.845,19.529,37.25,30.45,32.752,,167.762
10/30/16,,5.894,2.721,2.926,3.05,6.676,10.286,7.258,8.996,,47.759
10/31/16,,33.101,18.393,19.104,17.597,42.338,82.783,74.571,84.671,,371.984
11/1/16,,36.018,21.565,21.307,19.3,45.851,87.637,80.485,94.364,,405.798
11/2/16,,35.679,20.599,20.686,19.09,46.863,90.674,80.716,87.788,,401.45
11/3/16,,33.764,19.844,20.245,17.861,44.078,84.025,73.946,83.193,,376.274
11/4/16,,31.953,18.724,18.92,17.538,41.157,79.079,69.128,78.417,,354.273
11/5/16,,14.628,8.841,9.872,8.579,19.409,37.398,29.404,30.039,,157.869
11/6/16,,5.849,2.749,2.922,2.824,6.531,10.349,6.691,8.44,,46.296
11/7/16,,6.504,3.291,3.596,3.691,7.444,11.249,7.416,10.071,,53.193
11/8/16,,38.053,21.535,20.503,18.782,44.973,86.106,76.156,90.166,,395.544
11/9/16,,38.277,21.152,21.08,19.254,46.715,90.41,79.438,92.136,,407.768
11/10/16,,35.556,19.716,19.384,17.79,42.496,81.432,72.445,83.949,,372.127
11/11/16,,31.126,18.447,18.039,16.027,39.563,75.216,65.766,75.787,,339.41
11/12/16,,14.304,8.583,8.8,7.629,18.063,34.889,27.961,29.837,,149.792
11/13/16,,5.644,2.659,2.824,2.76,6.441,9.813,6.474,8.379,,44.931
11/14/16,,6.129,3.265,3.075,2.766,6.831,10.573,7.128,9.747,,49.454
11/15/16,,36.86,20.117,19.615,17.435,43.621,82.759,72.888,85.18,,377.787
11/16/16,,38.078,21.018,20.634,18.333,44.499,84.783,74.467,85.489,,386.642
11/17/16,,36.022,20.162,20.322,18.106,43.253,83.431,73.621,83.485,,377.74
11/18/16,,33.778,18.823,18.542,16.774,41.041,78.087,68.578,77.719,,352.704
11/19/16,,15.145,9.038,9.058,8.094,19.358,37.522,30.578,31.49,,160.032
11/20/16,,5.547,2.633,2.887,2.893,6.196,10.125,6.908,9.091,,46.229
11/21/16,,37.555,21.305,20.746,18.136,44.34,84.895,74.382,85.247,,385.887
11/22/16,,38.155,21.169,21.117,19.284,45.157,85.365,75.956,86.503,,392.072
11/23/16,,36.774,20.888,20.862,18.779,43.692,82.666,73.354,83.145,,379.505
11/24/16,,35.063,20.37,19.911,17.885,42.804,81.027,71.554,80.246,,368.203
11/25/16,,31.405,17.883,17.827,16.482,40.146,74.9,66.796,75.109,,339.964
11/26/16,,15.131,8.698,8.346,7.437,18.428,35.268,28.746,30.552,,152.34
11/27/16,,5.747,2.626,2.774,2.69,6.364,9.821,6.7,8.505,,45.159
11/28/16,,34.973,20.242,19.416,17.257,42.505,80.041,70.558,80.391,,364.739
11/29/16,,35.756,20.369,20.235,17.485,42.239,79.509,70.872,80.327,,366.116
11/30/16,,40.81,26.692,26.467,23.537,52.231,99.29,87.945,94.942,,451.241
12/1/16,,32.238,18.523,18.71,17.234,38.961,74.867,64.249,69.314,,333.481
12/2/16,,27.929,15.958,16.509,14.782,35.524,68.153,56.147,59.305,,293.791
12/3/16,,13.089,7.564,7.71,6.678,17.269,32.782,23.968,24.048,,132.875
12/4/16,,5.589,2.859,3.346,2.837,6.414,9.768,6.271,8.19,,45.238
12/5/16,,31.447,18.192,18.431,16.78,39.408,75.27,62.858,67.224,,329.006
12/6/16,,32.456,18.392,18.468,17.384,40.032,75.943,63.791,69.239,,335.112
12/7/16,,28.271,16.83,16.897,15.751,36.275,68.105,58.19,64.821,,304.644
12/8/16,,5.344,2.713,3.166,2.824,6.388,9.664,6.511,8.499,,45.06
12/9/16,,25.841,15.213,15.508,14.303,34.249,65.39,53.547,58.278,,281.826
12/10/16,,12.902,7.043,7.7,6.836,17.312,31.972,23.808,24.508,,131.831
12/11/16,,5.145,2.36,2.465,2.577,6.029,9.186,6.007,7.849,,41.585
12/12/16,,33.064,18.898,19.479,17.567,40.902,77.51,64.706,69.011,,340.537
12/13/16,,32.042,18.108,18.614,17.635,39.552,74.654,63.391,67.848,,331.246
12/14/16,,31.246,18.487,18.746,17.137,37.954,72.676,61.945,65.811,,323.455
12/15/16,,30.9,18.304,19.575,18.133,39.037,75.377,62.928,66.065,,329.71
12/16/16,,27.707,16.621,17.241,15.96,35.38,67.647,55.506,58.852,,294.392
12/17/16,,12.117,7.29,7.932,7.049,16.671,31.396,23.348,23.323,,128.87
12/18/16,,4.82,2.398,2.439,2.426,5.969,9.342,5.942,7.772,,41.086
12/19/16,,30.078,17.636,18.522,17.052,39.614,74.433,60.997,64.416,,322.15
12/20/16,,29.337,16.913,17.437,16.694,38.97,73.71,60.923,64.565,,317.947
12/21/16,,27.27,16.115,17.246,16.521,37.796,70.35,58.016,60.757,,303.559
12/22/16,,26.733,16.336,17.552,16.48,36.695,68.69,56.153,58.45,,296.547
12/23/16,,21.065,12.215,12.746,12.725,29.428,54.993,44.121,46.367,,233.244
12/24/16,,5.594,3.106,3.757,3.473,8,13.595,9.935,10.54,,57.937
12/25/16,,3.778,1.747,2.547,2.349,5.155,7.825,5.347,6.702,,35.418
12/26/16,,22.888,12.997,13.601,13.13,31.863,61.555,49.746,49.884,,255.156
12/27/16,,24.919,14.073,14.528,14.876,34.105,64.586,52.505,53.135,,272.197
12/28/16,,24.258,13.804,14.322,14.027,32.832,62.242,49.821,49.891,,260.715
12/29/16,,23.213,13.241,13.54,13.495,31.834,61.379,48.817,48.683,,253.755
12/30/16,,22.872,15.624,16.57,15.778,36.915,71.509,58.564,55.31,,292.798
12/31/16,,6.301,3.22,3.253,3.193,8.153,14.617,10.719,12.476,,61.85
1/1/17,,4.661,2.704,2.685,2.764,6.378,11.013,8.604,13.281,,52.049
1/2/17,,17.847,9.531,10.173,10.185,26.717,52.68,43.626,49.56,,220.087
1/3/17,,24.45,13.016,13.652,13.788,35.161,67.676,55.565,62.072,,285.088
1/4/17,,26.807,14.383,14.651,14.506,36.161,70.077,58.27,64.981,,299.533
1/5/17,,27.311,14.481,16.072,15.77,37.843,72.21,59.847,67.142,,310.33
1/6/17,,26.454,14.186,14.982,15.351,36.242,68.691,56.429,61.224,,293.252
1/7/17,,12.115,6.183,6.697,6.429,16.787,32.069,24.033,25.476,,129.644
1/8/17,,4.566,1.947,1.997,2.281,5.823,9.238,5.74,8.323,,39.873
1/9/17,,5.292,2.808,3.105,2.988,6.917,10.689,7.27,10.497,,49.512
1/10/17,,34.606,18.047,18.648,17.92,42.902,81.508,70.155,82.319,,365.76
1/11/17,,35.84,18.627,19.987,18.595,42.971,81.963,70.749,81.875,,370.214
1/12/17,,46.479,19.198,20.801,19.478,43.739,83.404,70.993,81.937,,385.62
1/13/17,,38.378,22.864,24.455,22.918,49.589,96.696,82.185,92.29,,428.989
1/14/17,,15.497,8.191,8.787,7.919,19.874,39.052,29.715,31.812,,160.703
1/15/17,,5.089,2.514,2.605,2.571,6.592,10.585,6.957,9.77,,46.626
1/16/17,,37.23,19.377,19.836,19.11,44.701,85.009,74.011,85.101,,384.009
1/17/17,,39.043,19.786,20.579,19.57,45.881,86.929,74.786,86.488,,392.61
1/18/17,,37.827,18.737,20.032,19.109,44.041,84.637,73.227,84.38,,381.587
1/19/17,,37.429,19.194,20.649,19.449,45.221,85.074,73.19,84.191,,383.967
1/20/17,,35.277,18.249,19.018,18.535,42.515,81.828,70.173,80.803,,366.022
1/21/17,,17.016,8.782,9.345,8.295,19.975,38.55,30.111,32.48,,164.392
1/22/17,,4.987,2.297,2.565,2.548,6.271,10.21,6.735,9.357,,44.923
1/23/17,,38.356,18.829,19.258,18.42,44.769,86.812,75.181,86.956,,388.155
1/24/17,,38.934,19.075,19.924,19.161,45.199,87.135,76.289,87.51,,392.83
1/25/17,,37.869,18.839,18.966,18.555,44.621,86.499,75.393,85.598,,385.941
1/26/17,,36.916,18.536,18.929,18.538,44.457,85.951,73.803,84.723,,381.452
1/27/17,,35.122,17.681,18.092,17.68,42.813,81.464,70.72,80.235,,363.447
1/28/17,,15.374,8.809,9.744,8.418,19.823,38.292,29.803,31.611,,161.716
1/29/17,,5.238,2.635,2.92,2.573,6.507,10.757,6.773,8.847,,46.176
1/30/17,,36.754,18.448,17.801,17.596,43.762,85.624,74.152,83.713,,377.481
1/31/17,,38.745,19.194,19.677,18.932,45.857,90.516,78.814,89.976,,400.722
2/1/17,,33.169,17.577,16.895,16.676,41.689,80.79,69.379,75.371,,351.092
2/2/17,,32.395,16.472,16.63,16.592,40.992,79.522,68.718,74.279,,345.195
2/3/17,,31.038,16.219,16.044,15.636,40.134,77.635,65.963,70.921,,333.155
2/4/17,,14.146,8.005,8.644,7.361,18.481,35.894,26.935,26.992,,146.283
2/5/17,,5.431,2.396,2.342,2.524,6.139,9.63,6.691,9.248,,44.351
2/6/17,,34.802,17.42,16.965,16.605,42.15,82.208,70.348,76.974,,357.076
2/7/17,,34.283,17.542,17.524,17.308,42.641,82.893,71.484,77.308,,360.531
2/8/17,,34.541,17.724,18.378,17.749,42.296,83.475,71.352,77.14,,362.188
2/9/17,,33.897,17.065,17.299,16.84,41.041,81.01,69.744,75.49,,351.901
2/10/17,,33.758,17.592,17.202,17.127,41.438,80.235,68.923,76.206,,352.013
2/11/17,,15.235,8.747,9.273,7.993,18.584,36.658,27.495,27.617,,151.413
2/12/17,,6.045,2.501,2.471,2.484,6.186,9.922,6.783,9.491,,45.828
2/13/17,,36.177,18.49,18.538,17.751,43.083,84.167,72.261,77.747,,367.744
2/14/17,,36.254,18.719,18.698,17.876,42.189,84.428,72.795,80.474,,370.935
2/15/17,,35.251,18.674,18.444,17.46,41.803,83.226,71.947,78.35,,364.682
2/16/17,,34.817,18.169,18.573,17.387,42.778,82.858,70.843,76.935,,361.836
2/17/17,,33.12,17.103,17.225,16.982,40.626,79.492,67.159,72.052,,343.303
2/18/17,,15.49,8.893,9.395,7.836,18.972,37.093,27.981,29.391,,154.857
2/19/17,,6.244,2.624,2.857,3.007,6.311,9.957,6.735,9.258,,46.943
2/20/17,,36.307,18.761,18.873,17.776,43.591,85.312,72.445,79.421,,372.043
2/21/17,,36.396,18.517,19.398,17.799,42.284,83.825,72.579,79.835,,370.155
2/22/17,,36.19,18.542,19.111,17.931,42.417,82.707,71.519,77.925,,365.861
2/23/17,,34.527,18.273,18.523,17.723,41.986,82.15,70.309,76.227,,359.239
2/24/17,,36.572,21.474,22.513,21.199,47.167,93.444,79.123,83.178,,404.205
2/25/17,,15.217,8.841,9.613,8.042,18.404,35.179,25.933,26.376,,147.415
2/26/17,,5.942,2.528,2.569,2.692,5.981,9.803,6.916,9.218,,45.6
2/27/17,,32.655,16.937,16.514,15.682,39.058,77.198,65.761,71.656,,334.918
2/28/17,,35.755,18.504,19.118,18.262,42.499,84.534,72.223,79.689,,370.042
3/1/17,,32.37,17.683,17.46,16.5,41.246,80.813,69.302,79.008,,353.944
3/2/17,,33.028,17.794,17.418,16.46,41.999,81.336,69.653,81.246,,358.541
3/3/17,,32.199,17.312,17.031,16.266,40.375,79.406,66.975,75.309,,344.436
3/4/17,,15.523,8.881,9.547,7.961,19.057,36.847,27.98,29.556,,155.169
3/5/17,,6.855,2.698,2.702,2.712,6.641,10.504,6.99,9.918,,48.96
3/6/17,,35.825,18.702,18.557,17.46,43.704,85.451,73.793,83.837,,376.924
3/7/17,,35.906,18.452,19.037,17.752,43.649,85.662,74.568,85.003,,379.578
3/8/17,,33.56,17.405,18.246,17.159,41.752,81.651,71.047,80.723,,361.113
3/9/17,,33.164,17.7,18.345,17.17,41.503,80.965,69.841,80.087,,358.395
3/10/17,,32.379,17.886,18.005,16.982,39.957,77.49,67.604,78.523,,348.448
3/11/17,,15.305,8.733,9.21,7.595,18.199,36.191,27.809,29.993,,152.845
3/12/17,,6.09,2.426,2.416,2.369,5.884,9.635,6.565,9.43,,44.753
3/13/17,,36.032,19.226,18.738,17.678,43.031,84.033,73.484,85.821,,377.629
3/14/17,,36.125,18.937,19.189,18.059,42.821,83.18,72.604,83.503,,373.979
3/15/17,,34.717,18.73,19.061,17.7,42.08,82.586,71.627,82.243,,368.322
3/16/17,,34.426,18.587,18.6,17.428,42.101,81.89,71.106,80.821,,364.502
3/17/17,,33.711,17.92,17.739,16.673,41.322,79.337,67.514,75.963,,349.784
3/18/17,,15.757,8.615,9.609,7.898,18.318,35.742,27.24,29.207,,152.196
3/19/17,,6.319,2.493,2.464,2.403,5.833,9.35,6.17,9.208,,44.192
3/20/17,,7.34,3.116,3.164,2.97,6.566,10.766,7.256,11.04,,52.153
3/21/17,,37.263,19.572,19.099,17.982,43.809,84.891,73.436,84.776,,380.361
3/22/17,,37.135,19.632,19.802,18.948,44.295,85.202,74.443,84.748,,383.717
3/23/17,,34.222,18.712,18.413,17.408,42.069,81.356,70.37,80.509,,362.582
3/24/17,,32.199,17.088,17.691,16.973,40.513,77.78,67.717,75.974,,345.5
3/25/17,,16.186,9.163,9.793,8.209,19.373,38.101,28.994,30.699,,160.314
3/26/17,,6.434,2.781,2.762,2.607,6.207,9.926,6.7,9.985,,47.332
3/27/17,,35.714,19.068,19.259,18.251,43.067,85.25,73.988,83.904,,378.004
3/28/17,,35.561,18.656,19.218,18.133,42.205,82.66,71.68,81.345,,368.999
3/29/17,,34.48,18.618,19.177,17.361,40.897,80.074,69.659,78.482,,358.297
3/30/17,,32.419,18.091,19.391,17.503,40.001,78.962,69.599,77.665,,353.18
3/31/17,,36.135,21.586,22.057,21.301,46.024,93.228,80.503,86.846,,407.201
4/1/17,,18.061,10.413,11.85,10.263,24.832,50.048,42.9,54.349,,222.346
4/2/17,,7.003,3.105,2.923,2.987,7.066,11.786,8.402,12.29,,55.45
4/3/17,,39.643,21.554,21.888,20.153,50.602,99.62,93.082,118.395,,464.18
4/4/17,,41.14,21.976,21.967,20.458,50.52,99.569,92.825,116.8,,464.432
4/5/17,,40.447,21.517,22.215,20.084,50.327,98.143,91.857,117.276,,461.103
4/6/17,,38.888,20.463,21.203,19.987,49.56,96.823,89.852,113.419,,449.373
4/7/17,,36.479,19.592,20.095,18.883,47.237,90.903,84.945,106.777,,424.127
4/8/17,,18.38,10.184,11.236,9.592,23.229,45.626,37.979,44.963,,200.846
4/9/17,,6.869,2.632,2.529,2.611,6.595,10.904,8.123,12.674,,52.833
4/10/17,,38.936,20.607,22.842,20.934,48.368,93.446,88.473,113.557,,446.357
4/11/17,,36.348,19.884,21.474,19.902,47.29,89.567,82.195,103.742,,419.653
4/12/17,,31.386,17.175,18.417,17.643,41.031,77.778,72.178,89.813,,364.732
4/13/17,,7.111,2.67,2.82,2.643,6.639,10.454,7.528,12.666,,52.417
4/14/17,,6.215,2.449,2.422,2.406,6.146,9.563,6.835,11.037,,46.958
4/15/17,,9.287,4.217,4.094,4.233,11.189,21.694,16.761,20.762,,92.027
4/16/17,,6.371,2.607,2.54,2.622,6.486,10.321,7.44,11.622,,49.905
4/17/17,,37.997,20.431,20.318,19.579,48.948,94.884,88.948,115.656,,445.889
4/18/17,,40.128,21.189,21.625,20.373,51.141,100.061,93.827,120.576,,468.053
4/19/17,,38.614,21.179,21.867,20.424,50.133,97.57,90.679,116.18,,455.807
4/20/17,,37.156,20.104,21.308,20.2,49.267,96.037,91.046,116.773,,451.091
4/21/17,,35.644,19.438,20.184,19.294,47.379,90.973,85.345,107.709,,425.216
4/22/17,,22.342,11.518,12.256,10.217,24.318,47.703,39.84,47.032,,214.821
4/23/17,,7.096,2.943,3.088,2.886,7.286,11.898,8.42,13.14,,56.647
4/24/17,,41.302,21.509,21.922,20.784,52.208,100.427,94.181,121.513,,472.979
4/25/17,,41.687,21.9,22.669,20.739,51.397,99.69,94.49,120.243,,471.895
4/26/17,,39.902,21.138,22.338,20.28,48.976,95.658,90.981,116.237,,454.652
4/27/17,,39.294,20.659,21.636,20.349,50.129,96.066,91.35,117.54,,456.249
4/28/17,,39.972,23.568,25.5,24.178,54.505,105.343,97.273,118.891,,488.473
4/29/17,,18.64,10.118,11.14,9.626,22.734,44.115,37.811,45.925,,199.773
4/30/17,,10.576,4.648,4.794,4.553,10.456,18.869,16.017,24.352,,93.837
5/1/17,,8.742,3.796,3.608,3.731,9.5,15.068,12.98,26.389,,83.754
5/2/17,,42.185,22.08,21.841,20.812,54.005,103.598,95.083,124.189,,483.407
5/3/17,,40.718,22.154,21.914,20.791,53.454,102.178,93.176,120.22,,474.25
5/4/17,,39.555,21.581,22.046,21.012,53.655,102.732,94.813,119.265,,474.277
5/5/17,,37.625,20.643,20.926,20.161,50.977,96.983,87.254,111.77,,445.962
5/6/17,,18.515,10.369,11.225,9.711,23.919,47.869,39.429,46.597,,207.449
5/7/17,,7.446,3.045,2.921,2.965,7.668,11.804,8.422,12.88,,57.087
5/8/17,,41.197,22.06,22.063,21.186,53,102.255,94.421,121.696,,477.465
5/9/17,,42.162,22.603,23.422,21.3,53.22,101.469,94.41,119.951,,478.165
5/10/17,,42.05,23.692,24.947,22.666,53.612,101.442,93.897,120.058,,481.979
5/11/17,,39.734,21.936,22.514,20.942,51.853,98.908,90.932,116.368,,462.784
5/12/17,,35.973,20.363,21.181,19.898,48.33,92.237,83.489,106.528,,427.646
5/13/17,,17.308,9.923,10.346,9.429,23.042,44.755,36.238,43.436,,194.298
5/14/17,,6.688,3.015,2.666,2.728,7.1,11.154,7.616,11.742,,52.664
5/15/17,,40.429,21.824,22.184,20.675,51.996,99.767,90.759,116.82,,464.056
5/16/17,,42.968,22.859,24.042,21.708,53.836,102.993,94.505,122.764,,485.239
5/17/17,,42.332,22.972,23.787,22.857,53.275,102.685,93.074,120.004,,480.59
5/18/17,,40.557,22.216,23.545,22.256,53.752,102.742,93.321,117.72,,475.71
5/19/17,,39.004,20.889,22.469,21.333,51.392,98.223,88.068,111.325,,452.286
5/20/17,,19.42,10.912,11.33,10.569,25.286,49.411,41.993,49.197,,217.91
5/21/17,,8.012,3.319,3.252,3.278,8.044,13.003,9.235,13.633,,61.693
5/22/17,,42.532,22.663,22.84,21.727,53.503,103.659,94.825,120.72,,482.054
5/23/17,,44.958,23.968,24.156,22.659,54.316,104.94,96.132,122.51,,493.21
5/24/17,,43.509,23.311,24.302,22.771,54.135,104.623,96.292,121.901,,490.426
5/25/17,,42.116,22.476,23.445,22.058,52.331,101.902,92.819,116.257,,473.002
5/26/17,,39.332,21.315,22.271,20.89,49.954,96.266,85.791,107.927,,443.356
5/27/17,,19.753,10.975,11.271,9.671,23.945,46.739,38.243,45.253,,205.644
5/28/17,,7.968,3.305,3.164,3.273,7.854,12.546,8.852,13.627,,60.527
5/29/17,,8.142,3.265,3.203,3.341,7.793,12.16,8.803,14.236,,60.877
5/30/17,,44.545,23.329,23.384,21.628,52.7,101.783,94.013,121.711,,482.583
5/31/17,,42.829,22.499,23.238,27.04,61.35,121.368,108.648,126.73,,533.205
6/1/17,,44.229,24.371,25.713,23.292,55.175,108.606,102.255,136.767,,519.979
6/2/17,,40.955,22.154,23.306,21.653,51.404,99.903,89.172,111.756,,459.93
6/3/17,,20.073,11.269,11.744,10.165,25.266,50.378,41.498,49.136,,219.36
6/4/17,,8.323,3.372,3.192,3.344,8.156,13.088,9.528,14.395,,63.34
6/5/17,,45.313,23.834,24.906,22.639,55.325,110.6,101.091,127.519,,510.846
6/6/17,,46.363,24.562,25.266,23.396,55.728,108.172,97.642,124.039,,504.768
6/7/17,,43.324,23.358,24.541,22.654,53.15,103.199,93.997,120.147,,484.007
6/8/17,,41.478,23.117,24,22.446,52.266,101.49,93.798,118.486,,476.73
6/9/17,,40.773,21.786,22.941,22.124,51.2,98.644,89.735,113.428,,460.276
6/10/17,,20.867,11.382,11.893,10.656,25.378,50.005,42.224,51.904,,224.113
6/11/17,,7.613,3.208,3.094,3.193,7.346,11.79,8.722,13.689,,58.605
6/12/17,,43.011,23.079,24.224,23.022,53.961,103.001,94.333,121.334,,485.584
6/13/17,,45.383,23.897,24.659,23.867,54.277,103.873,95.416,121.708,,492.686
6/14/17,,44.009,22.957,24.175,22.56,53.105,101.762,93.814,119.198,,481.234
6/15/17,,40.908,22.336,23.629,22.528,52.176,100.033,92.688,118.507,,472.449
6/16/17,,39.964,21.241,21.998,21.275,51.469,96.626,87.752,111.417,,451.407
6/17/17,,18.897,10.117,10.51,9.598,24.126,46.768,38.669,47.826,,206.331
6/18/17,,6.918,2.871,2.772,2.917,7.11,11.45,8.248,13.48,,55.7
6/19/17,,8.249,3.6,3.577,3.538,8.465,13.285,9.652,16.016,,66.314
6/20/17,,47.267,24.768,26.592,24.477,56.4,106.085,96.44,124.185,,505.79
6/21/17,,45.125,24.555,27.241,24.793,55.332,104.349,95.81,122.99,,499.825
6/22/17,,44.513,24.343,26.658,24.678,55.983,105.757,96.482,124.428,,502.432
6/23/17,,40.239,22.951,26.03,24.079,52.025,97.937,89.171,113.336,,465.42
6/24/17,,18.982,10.272,10.785,9.799,24.661,47.689,39.837,49.282,,211.098
6/25/17,,7.049,2.992,3.029,3.253,7.615,12.045,8.912,14.48,,59.321
6/26/17,,7.976,3.6,4.133,4.068,9.208,13.209,9.858,16.246,,68.244
6/27/17,,44.533,23.86,25.293,24.483,55.673,103.572,95.023,123.473,,495.484
6/28/17,,44.584,23.73,24.871,24.204,55.411,102.712,94.441,121.679,,491.191
6/29/17,,41.585,22.732,24.394,23.842,53.822,100.431,92.267,117.247,,475.903
6/30/17,,43.629,28.056,28.716,27.228,60.403,117.703,108.439,131.902,,545.623
7/1/17,,19.177,10.815,11.775,10.733,25.472,49.851,43.495,60.057,,231.227
7/2/17,,7.138,3.474,3.41,3.538,8.49,13.703,10.526,15.913,,66.148
