date	De01a05 	De06a09	De10a14	De15a18 	De19a26	De27a44	De45a59	De60Ymas
20180127	34.24	21.573	21.162	17.475	38.921	76.394	59.879	56.074
20180128	5.771	2.567	2.68	2.979	7.422	12.476	8.19	11.784
20180129	43.243	21.477	21.04	20.167	52.635	106.453	88.979	97.295
20180130	42.561	21.239	20.778	20.261	51.463	102.332	87.138	96.901
20180131	43.66	22.386	21.961	21.138	54.377	108.907	92.194	101.06
20180201	43.672	23.831	23.175	21.865	57.135	115.295	101.338	121.517
20180202	44.635	23.068	22.87	22.896	56.749	113.099	98.266	117.984
20180203	20.482	11.898	13.106	11.481	27.315	55.681	43.737	49.249
20180204	6.3	2.608	2.665	2.803	7.446	12.424	8.415	12.316
20180205	44.911	22.812	22.42	22.077	57.271	117.545	101.795	125.074
20180206	45.916	23.535	22.475	22.498	58.192	118.523	105.153	126.564
20180207	44.846	22.735	22.999	22.121	56.409	116.914	103.833	127.658
20180208	43.532	22.352	23.173	21.723	56.265	114.952	102.536	122.449
20180209	41.784	21.74	21.996	20.631	54.579	110.784	97.439	116.472
20180210	19.996	11.186	12.343	10.216	25.346	54.202	42.964	47.588
20180211	6.529	2.563	2.616	2.871	7.333	12.477	8.392	12.472
20180212	41.43	20.685	20.715	19.558	52.98	109.982	97.673	119.606
20180213	42.784	21.774	21.92	20.314	53.764	111.136	98.971	121.765
20180214	44.624	22.951	23.11	21.907	55.523	114.372	102.186	124.945
20180215	45.337	23.586	24.135	22.146	57.291	117.82	105.212	128.138
20180216	43.081	22.12	23.165	21.373	56.133	113.95	98.52	118.338
20180217	20.634	11.951	13.893	11.13	26.943	57.531	46.844	50.596
20180218	7.369	2.864	2.907	3.145	7.601	12.939	8.854	13.108
20180219	47.64	24.556	24.752	22.693	59.406	122.397	109.265	131.142
20180220	48.743	24.769	24.924	22.896	59.634	121.718	109.17	133.046
20180221	47.512	24.791	25.37	23.29	57.971	119.841	106.543	128.906
20180222	45.455	23.81	24.304	22.525	58.436	119.54	106.482	128.389
20180223	44.101	23.157	24.281	22.034	55.534	113.329	100.219	117.933
20180224	21.608	11.921	13.651	11.125	26.459	55.904	45.728	51.191
20180225	7.57	2.83	2.826	2.917	7.572	13.052	9.02	13.353
20180226	48.802	24.983	25.151	23.483	59.693	122.638	109.694	131.868
20180227	49.487	25.692	26.335	23.922	59.477	122.459	109.97	133.25
20180228	51.466	26.066	29.757	32.458	72.42	145.285	126.751	140.955
20180301	44.546	24.329	24.84	23.078	57.197	121.116	107.168	130.375
20180302	46.009	24.546	25.771	23.14	58.295	122.297	105.326	123.042
20180303	20.754	12.082	13.973	11.291	26.961	55.939	44.188	50.061
20180304	7.622	2.981	3.181	3.163	7.842	13.394	9.421	14.481
20180305	47.108	25.167	25.508	23.588	59.932	125.19	110.48	137.594
20180306	49.098	25.527	26.486	24.407	60.389	126.565	112.469	138.307
20180307	47.378	25.049	26.023	23.863	59.138	123.82	109.668	134.012
20180308	44.989	23.995	24.528	23.025	56.388	119.204	107.038	129.984
20180309	43.971	24.09	24.544	22.922	56.255	117.5	102.556	122.958
20180310	22.764	13.128	14.736	11.623	27.458	58.357	46.888	52.246
20180311	8.054	2.976	3.022	2.997	8.11	14.478	9.128	13.867
20180312	48.466	25.579	26.552	23.984	58.861	125.529	110.532	133.947
20180313	49.972	25.949	26.72	24.216	61.046	127.704	113.143	137.441
20180314	48.712	25.685	27.34	24.506	59.497	124.741	111.227	134.641
20180315	46.934	25.529	26.164	24.166	59.246	123.703	109.814	133.15
20180316	43.662	23.582	24.826	22.808	56.099	116.52	101.007	120.964
20180317	21.299	12.078	13.655	10.982	26.488	55.261	44.245	50.203
20180318	7.716	2.755	2.729	2.818	7.432	12.494	8.458	13.777
20180319	8.672	3.298	3.246	3.237	8.382	14.261	9.647	15.602
20180320	49.29	26.143	26.979	23.582	61.092	127.207	112.944	139.852
20180321	49.068	25.916	26.874	24.065	59.997	124.575	111.65	137.991
20180322	47.623	25.292	26.281	23.872	60.19	124.52	110.722	136.384
20180323	44.068	23.952	25.044	22.707	56.722	117.3	104.562	127.607
20180324	21.898	12.425	14.261	11.469	27.535	58.885	48.026	53.995
20180325	7.702	2.8	2.791	2.84	7.583	13.07	8.971	14.329
20180326	45.632	25.934	28.204	24.788	58.03	121.053	108.018	130.456
20180327	44.443	24.948	26.998	24.587	56.954	117.084	104.938	125.802
20180328	38.289	21.351	23.33	21.615	50.985	104.597	92.638	110.853
20180329	6.404	2.341	2.438	2.476	6.803	11.186	7.811	12.91
20180330	6.279	2.17	2.245	2.231	6.76	11.07	7.625	12.675
20180331	11.312	5.202	5.741	5.273	15.128	29.631	23.25	30.209
20180401	6.345	2.602	2.934	2.917	7.806	14.505	11.096	20.578
20180402	36.439	19.666	20.668	18.836	50.101	107.231	96.898	117.163
20180403	33.573	17.935	19.319	17.64	47.647	101.564	92.393	116.589
20180404	34.373	18.488	19.726	17.669	48.365	102.599	93.586	116.997
20180405	33.895	18.603	19.838	18.389	49.186	104.067	95.02	119.199
20180406	31.624	17.288	18.828	17.095	46.685	97.944	87.275	109.034
20180407	16.612	10.019	11.778	9.078	23.647	50.707	41.243	47.811
20180408	5.938	2.343	2.598	2.615	7.155	12.109	8.858	14.629
20180409	37.429	20.095	21.38	18.942	51.62	109.797	97.763	122.874
20180410	36.284	19.651	21.288	18.938	51.219	107.78	97.475	122.221
20180411	35.174	19.366	20.908	18.324	49.128	105.168	94.573	117.57
20180412	34.752	18.556	20.238	18.609	49.488	105.797	95.664	117.908
20180413	33.296	17.997	20.103	17.906	47.325	99.317	88.723	109.006
20180414	16.753	9.713	11.183	9.009	23.136	49.418	40.71	47.32
20180415	6.662	2.441	2.676	2.699	7.27	12.112	8.776	14.165
20180416	38.097	19.989	21.701	18.899	51.763	109.704	97.215	121.402
20180417	39.219	20.769	22.19	19.837	52.4	111.091	100.492	125.39
20180418	37.359	19.802	21.749	19.342	49.524	106.301	93.946	116.191
20180419	36.475	19.785	21.895	19.195	49.875	106.066	94.018	115.588
20180420	34.149	19.125	21.235	18.672	48.176	102.323	90.172	110.029
20180421	21.021	11.61	13.09	9.972	24.476	51.238	40.935	46.525
20180422	7.102	2.636	2.622	2.528	7.163	12.254	9.089	14.034
20180423	39.166	20.725	22.275	19.761	52.144	109.877	98.273	120.576
20180424	38.262	20.66	22.589	19.618	51.36	108.55	98.106	121.473
20180425	36.657	19.868	22.199	19.223	49.451	103.761	94.562	115.193
20180426	34.915	19.117	21.484	18.582	48.617	102.331	93.191	115.27
20180427	31.417	17.353	19.093	16.916	47.042	96.629	84.469	102.471
20180428	17.795	10.038	11.679	9.16	22.502	50.029	41.451	46.626
20180429	6.647	2.557	2.558	2.44	6.456	11.068	7.656	11.934
20180430	37.273	20.732	22.865	19.756	49.753	105.778	93.907	114.768
20180501	8.337	3.94	3.999	3.488	8.526	14.449	11.186	18.599
20180502	40.273	23.371	23.962	20.708	49.891	110.979	97.901	116.43
20180503	37.392	20.915	22.074	19.353	48.322	103.282	90.741	113.618
20180504	35.174	19.537	20.919	18.338	46.36	98.549	85.544	102.701
20180505	18.807	11.224	12.633	9.844	23.569	51.218	41.304	46.308
20180506	6.747	2.668	2.594	2.488	6.563	11.581	7.887	12.111
20180507	39.265	21.37	22.597	19.621	49.618	106.504	92.608	112.868
20180508	39.095	21.266	22.25	19.659	49.732	104.658	92.684	114.296
20180509	38.185	21.669	23.09	20.204	48.351	103.405	91.101	112.901
20180510	38.003	21.569	23.152	20.319	47.19	100.557	89.431	111.461
20180511	34.835	19.37	20.571	17.999	45.588	95.004	82.463	100.72
20180512	17.306	10.046	11.065	8.791	21.341	46.232	37.817	44.086
20180513	6.128	2.347	2.089	2.078	5.695	9.776	6.673	10.894
20180514	7.252	2.924	2.691	2.555	6.657	11.355	7.739	12.311
20180515	39.722	21.195	21.922	20.006	49.569	105.866	94.266	118.737
20180516	40.943	23.096	23.718	21.005	50.948	106.9	92.897	116.288
20180517	39.365	21.479	22.055	19.785	51.198	107.121	93.68	113.515
20180518	36.996	20.598	21.639	19.339	48.008	100.66	87.336	105.226
20180519	19.111	10.741	12.115	9.568	24.228	52.211	40.715	45.391
20180520	7.627	2.952	2.732	2.707	6.967	12.013	9.225	14.921
20180521	39.44	21.601	22.242	20.213	50.075	107.747	93.566	114.945
20180522	41.017	22.483	23.034	20.761	51.05	108.106	95.446	117.181
20180523	39.95	21.882	23.12	20.292	49.065	105.767	93.161	113.115
20180524	37.414	20.953	22.565	19.632	47.668	102.137	89.764	108.268
20180525	36.543	20.258	22.153	18.996	45.765	97.914	84.716	100.634
20180526	19.002	11.068	12.048	9.498	22.536	48.418	39.008	44.598
20180527	7.286	2.859	2.503	2.366	5.928	10.43	7.274	11.201
20180528	39.557	21.479	22.3	20.247	47.679	101.964	91.311	109.777
20180529	39.409	21.35	23.147	20.307	48.756	102.415	91.497	109.91
20180530	39.461	21.582	23.403	20.267	47.814	102.844	92.373	111.266
20180531	41.733	23.092	24.884	22.737	50.444	109.814	99.348	117.412
20180601	30.859	19.46	21.281	17.613	41.148	88.439	74.238	84.069
20180602	15.76	9.168	9.859	7.389	18.366	40.242	29.188	29.346
20180603	6.633	2.707	2.325	2.191	5.775	10.023	6.497	9.333
20180604	7.397	3.458	2.931	2.545	5.777	10.343	6.905	9.853
20180605	35.169	19.575	19.64	16.881	42.156	91.164	74.936	82.769
20180606	34.98	19.617	20.015	17.209	42.421	90.072	73.619	80.353
20180607	33.789	18.719	19.345	16.624	42.051	89.5	72.557	78.409
20180608	31.179	17.306	18.019	15.928	39.696	84.325	68.563	74.259
20180609	15.406	8.864	9.655	7.267	18.189	40.121	29.069	29.538
20180610	6.547	2.746	2.44	2.242	5.727	10.244	6.915	9.45
20180611	6.512	2.823	2.398	2.165	5.587	10.007	6.635	9.408
20180612	34.99	19.668	21.041	18.281	42.448	90.541	74.747	82.442
20180613	33.756	19.845	21.196	18.011	42.133	88.486	72.596	77.479
20180614	31.884	17.602	18.68	16.884	40.444	85.409	70.125	74.143
20180615	30.15	17.634	19.771	16.691	39.005	82.704	66.097	71.167
20180616	15.453	8.976	9.2	7.381	18.402	40.193	28.859	28.28
20180617	6.147	2.464	2.111	1.967	5.223	9.261	5.832	7.733
20180618	32.984	19.522	20.595	17.148	41.462	88.497	70.717	72.964
20180619	32.613	18.303	19.893	17.107	40.271	84.204	67.782	70.604
20180620	32.591	18.604	20.32	17.277	41.378	87.141	70.571	73.759
20180621	31.283	17.831	20.333	17.899	41.094	86.387	69.075	70.759
20180622	29.086	16.539	18.419	16.072	38.276	81.347	64.129	66.245
20180623	14.065	7.667	8.176	6.563	17.525	38.306	27.483	26.955
20180624	5.234	2.208	1.969	1.829	4.852	8.784	5.775	7.546
20180625	30.687	17.642	19.255	16.432	41.292	87.349	68.848	70.866
20180626	31.094	17.701	19.734	17.417	41.277	87.597	69.534	72.953
20180627	30.834	17.713	19.939	17.198	40.165	84.696	67.225	68.692
20180628	26.694	15.939	17.316	15.305	36.689	77.782	61.898	63.358
20180629	26.509	15.971	17.378	15.539	36.591	76.512	59.339	59.258
20180630	13.98	8.016	8.854	7.605	18.545	41.497	30.326	30.214
